,Name,Location,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,age,CNG,Diesel,Electric,LPG,Petrol,Automatic,Manual
3415,Maruti Swift VDI BSIV,Kochi,67906,25.2,1248.0,74.0,5.0,,5.63,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3416,Hyundai EON Magna Plus,Hyderabad,19000,21.1,814.0,55.2,5.0,,3.0,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3417,BMW 3 Series 320d,Mumbai,67000,22.69,1995.0,190.0,5.0,47.87 Lakh,9.25,14,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3418,Tata Indigo XL Classic Dicor,Delhi,80000,23.57,1396.0,70.0,5.0,,1.2,13,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3419,Maruti Alto 800 LXI,Delhi,61000,22.74,796.0,47.3,5.0,,2.15,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3420,Volkswagen Polo Diesel Highline 1.2L,Pune,39000,22.07,1199.0,73.9,5.0,,3.05,14,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3421,Toyota Corolla Altis VL AT,Ahmedabad,59000,14.28,1798.0,138.03,5.0,,11.5,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3422,Hyundai Santro Xing GLS,Hyderabad,80931,17.92,1086.0,62.1,5.0,,2.3,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3423,Maruti Swift ZXI,Kolkata,34000,20.4,1197.0,81.8,5.0,,4.95,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3424,Renault Scala Diesel RxL,Hyderabad,130000,21.64,1461.0,84.8,5.0,,4.75,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,52380,24.3,1248.0,88.5,5.0,12.47 Lakh,10.15,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3426,Nissan Micra XV,Kolkata,44000,18.06,1198.0,75.0,5.0,,2.65,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3427,Ford Figo Diesel EXI,Hyderabad,84000,20.0,1399.0,68.05,5.0,,3.8,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3428,Honda CR-V 2.0 AT,Kochi,41697,13.1,1997.0,141.1,5.0,,16.68,7,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3429,Nissan Terrano XV 110 PS,Pune,163000,19.01,1461.0,108.5,5.0,,5.0,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3430,Toyota Etios Liva 1.2 G,Chennai,42000,17.71,1197.0,78.9,5.0,6.51 Lakh,3.75,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3431,Hyundai i20 Asta 1.4 CRDi,Jaipur,129000,21.27,1396.0,88.76,5.0,,4.11,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3432,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,32200,18.16,1196.0,86.8,5.0,,4.25,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3433,Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,129000,10.5,2835.0,107.2,6.0,,3.45,20,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3434,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,40000,17.11,1968.0,174.33,5.0,,22.5,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3435,Toyota Innova 2.0 E,Delhi,150000,12.4,1998.0,132.0,8.0,,4.5,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3436,Chevrolet Aveo U-VA 1.2 LS,Jaipur,140000,15.26,1150.0,74.9,5.0,,0.9,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3437,Hyundai Getz GLS,Hyderabad,63181,15.3,1341.0,83.0,5.0,,1.85,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3438,Honda Amaze S i-Dtech,Kolkata,39575,25.8,1498.0,98.6,5.0,,3.25,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3439,Maruti Swift VDI BSIV W ABS,Pune,63600,17.8,1248.0,,5.0,,3.1,14,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3440,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,70374,22.7,1498.0,89.84,5.0,,7.34,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3441,Volkswagen CrossPolo 1.5 TDI,Kolkata,26256,20.14,1498.0,88.5,5.0,,4.25,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3442,Hyundai Elite i20 Petrol Sportz,Delhi,13460,18.6,1197.0,81.86,5.0,,6.45,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3443,Toyota Innova 2.5 V Diesel 8-seater,Chennai,122000,12.8,2494.0,102.0,8.0,,10.75,13,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3444,Mercedes-Benz M-Class ML 250 CDI,Kolkata,58589,15.26,2143.0,203.2,5.0,,27.75,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3445,Maruti Wagon R LX BSIII,Jaipur,115000,17.3,1061.0,64.0,5.0,,0.99,19,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3446,Ford Endeavour 2.2 Trend AT 4X2,Pune,75000,12.62,2198.0,158.0,7.0,,24.0,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3447,Hyundai Elite i20 Petrol Sportz,Jaipur,30292,18.6,1197.0,81.86,5.0,,6.1,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3448,Honda WRV i-VTEC VX,Ahmedabad,32248,17.5,1199.0,88.7,5.0,10.32 Lakh,8.25,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3449,Volkswagen Polo Petrol Highline 1.2L,Bangalore,74000,16.47,1198.0,73.9,5.0,,4.65,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3450,Honda CR-V 2.0L 2WD MT,Mumbai,56100,13.7,1997.0,153.86,5.0,,9.75,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3451,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,61325,18.9,1197.0,81.86,5.0,8.1 Lakh,4.4,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3452,Maruti Swift Dzire VXI,Kolkata,33000,19.1,1197.0,85.8,5.0,,3.99,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3453,BMW 5 Series 2003-2012 530d,Coimbatore,18090,16.2,2993.0,258.0,5.0,,45.73,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3454,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,71390,22.7,1498.0,89.84,5.0,,5.27,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3455,Maruti Wagon R LXI CNG,Mumbai,41000,20.698,998.0,58.2,5.0,,3.5,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3456,Honda City i DTec V,Ahmedabad,67000,26.0,1498.0,98.6,5.0,,7.25,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3457,Tata Indigo LS,Chennai,99000,17.0,1405.0,70.0,5.0,,1.6,16,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3458,Renault Duster 110PS Diesel RxL,Pune,142000,19.01,1461.0,108.45,5.0,,6.0,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3459,Hyundai i10 Sportz,Chennai,26966,20.36,1197.0,78.9,5.0,,3.0,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3460,Honda Jazz 1.2 SV i VTEC,Mumbai,27628,18.7,1199.0,88.7,5.0,,4.95,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3461,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,82497,23.65,1248.0,88.5,5.0,,8.99,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3462,Honda Accord VTi-L MT,Mumbai,86000,11.9,2354.0,144.0,5.0,,1.85,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3463,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,26981,16.47,1198.0,73.9,5.0,,6.16,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3464,Maruti Ritz VDi,Hyderabad,110471,21.1,1248.0,73.9,5.0,,3.5,14,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3465,Honda Amaze S Petrol,Jaipur,69000,19.5,1199.0,88.76,5.0,7.52 Lakh,4.5,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3466,Hyundai i20 1.2 Asta Option,Hyderabad,12000,18.6,1197.0,81.83,5.0,,7.75,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3467,Renault Duster 85PS Diesel RxL,Hyderabad,77500,20.45,1461.0,83.8,5.0,,6.6,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3468,Hyundai Grand i10 Magna,Kochi,48031,18.9,1197.0,82.0,5.0,,4.98,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3469,BMW 3 Series 320d Highline,Chennai,170000,16.07,1995.0,181.0,5.0,,9.75,16,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3470,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,69565,22.7,1498.0,89.84,5.0,,5.55,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3471,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,45492,21.5,1498.0,108.5,5.0,15.68 Lakh,10.3,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3472,Honda Accord 2.4 AT,Chennai,85000,11.7,2354.0,177.6,5.0,,7.5,13,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3473,Chevrolet Aveo 1.4,Hyderabad,55902,14.49,1399.0,92.7,5.0,,1.8,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3474,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,18500,16.2,1199.0,74.0,5.0,,6.25,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3475,Mahindra Xylo D4 BS III,Hyderabad,129750,14.95,2489.0,93.7,7.0,,6.8,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3476,Hyundai i10 Magna AT,Hyderabad,50902,19.2,1197.0,80.0,5.0,,3.0,15,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3477,Mahindra XUV500 W8 4WD,Coimbatore,84725,15.1,2179.0,140.0,7.0,,11.6,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3478,Hyundai Elantra CRDi SX,Mumbai,40000,22.7,1582.0,126.24,5.0,,6.95,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3479,Volkswagen Passat 1.8 TSI MT,Mumbai,60000,14.3,1798.0,160.0,5.0,,3.5,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3480,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,33496,18.9,1197.0,81.86,5.0,7.45 Lakh,5.5,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3481,Hyundai i20 Asta Option 1.2,Mumbai,25000,18.6,1197.0,81.83,5.0,,5.65,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3482,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,71000,18.2,1248.0,73.8,8.0,,3.25,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3483,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,20826,14.3,1598.0,103.6,5.0,,7.72,9,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3484,Hyundai Creta 1.6 CRDi SX,Pune,42244,19.67,1582.0,126.2,5.0,,12.0,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3485,Chevrolet Beat Diesel PS,Jaipur,98598,25.44,936.0,57.6,5.0,,1.55,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3486,Toyota Fortuner 3.0 Diesel,Delhi,62100,11.5,2982.0,171.0,7.0,,10.75,13,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3487,Hyundai i20 Sportz Option 1.2,Coimbatore,44238,18.6,1197.0,81.83,5.0,,6.72,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3488,Audi Q7 3.0 TDI quattro,Coimbatore,91743,12.07,2967.0,241.4,7.0,,28.55,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3489,Porsche Panamera Diesel,Bangalore,19828,17.85,2967.0,300.0,4.0,,75.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3490,Honda City i VTEC VX,Hyderabad,36891,17.8,1497.0,117.3,5.0,,10.49,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3491,Mahindra Quanto C4,Hyderabad,90049,17.21,1493.0,100.0,7.0,,3.8,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3492,Audi A4 2.0 TDI Multitronic,Ahmedabad,74002,16.55,1968.0,140.0,5.0,,18.5,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3493,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,41000,12.37,2359.0,198.25,5.0,,6.0,11,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3494,Hyundai Verna 1.6 SX,Hyderabad,83678,22.32,1582.0,126.32,5.0,,5.5,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3495,Maruti Wagon R LXI BS IV,Pune,91000,18.9,998.0,67.1,5.0,,2.3,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3496,Maruti Ertiga SHVS ZDI Plus,Jaipur,50000,24.52,1248.0,88.5,7.0,,8.7,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3497,Hyundai Xcent 1.1 CRDi S Option,Delhi,58000,24.4,1120.0,71.01,5.0,,4.95,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3498,Maruti Swift VDI,Jaipur,80000,22.9,1248.0,74.0,5.0,,4.25,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3499,Mahindra XUV500 W6 2WD,Kochi,41290,16.0,2179.0,140.0,7.0,,10.94,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3500,BMW 5 Series 520d Luxury Line,Delhi,65000,22.48,1995.0,190.0,5.0,67.87 Lakh,21.26,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3501,Toyota Corolla Altis 1.8 G,Bangalore,16471,14.28,1798.0,138.03,5.0,20.48 Lakh,11.5,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3502,Hyundai i20 Asta 1.4 CRDi,Pune,54339,22.54,1396.0,88.73,5.0,,6.0,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3503,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,24025,18.15,1198.0,82.0,6.0,,4.1,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3504,Maruti Alto 800 2016-2019 LXI,Kolkata,24027,24.7,796.0,47.3,5.0,,2.01,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3505,Fiat Punto EVO 1.2 Emotion,Hyderabad,59270,15.7,1172.0,67.0,5.0,,2.6,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3506,Maruti Wagon R VXI BS IV,Kolkata,40000,18.9,998.0,67.1,5.0,,2.35,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3507,Mitsubishi Pajero 4X4 LHD,Bangalore,155566,9.5,2835.0,118.6,6.0,,9.15,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3508,Honda Brio EX MT,Chennai,42320,19.4,1198.0,86.8,5.0,,2.9,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3509,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,24153,22.54,1396.0,88.73,5.0,,9.18,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3510,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,27000,13.0,1591.0,121.3,5.0,,11.45,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3511,Maruti Alto Green LXi (CNG),Hyderabad,92000,21.1957,796.0,38.4,5.0,,2.1,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3512,Honda Amaze S i-VTEC,Kochi,61795,17.8,1198.0,86.7,5.0,,5.53,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3513,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,13500,18.15,1198.0,82.0,6.0,,3.75,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3514,Honda City i-VTEC CVT VX,Pune,4500,18.0,1497.0,117.3,5.0,15.17 Lakh,12.5,6,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3515,Mahindra XUV500 AT W10 FWD,Mumbai,23000,16.0,2179.0,140.0,7.0,,15.5,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3516,Hyundai Santro GLS I - Euro I,Pune,65400,0.0,1086.0,,5.0,,2.1,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3517,Mercedes-Benz New C-Class 220 CDI AT,Mumbai,80578,14.84,2143.0,170.0,5.0,,14.5,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3518,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,42646,19.6,1461.0,108.45,5.0,15.05 Lakh,12.46,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3519,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,30000,16.47,1198.0,74.0,5.0,,5.25,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3520,BMW 5 Series 520d Sedan,Delhi,90000,18.48,,,,,14.5,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3521,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,98000,13.5,2987.0,282.0,5.0,,25.0,15,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3522,Hyundai Santro GLS II - Euro II,Kochi,66400,0.0,,,,,2.66,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3523,Jaguar XJ 3.0L Premium Luxury,Hyderabad,50000,12.9,2993.0,271.23,4.0,,45.0,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3524,Maruti Swift VDI,Jaipur,63310,28.4,1248.0,74.0,5.0,8.13 Lakh,5.1,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3525,Honda Amaze S i-Dtech,Delhi,66000,25.8,1498.0,98.6,5.0,,3.5,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3526,BMW 3 Series 320d Highline,Ahmedabad,74000,16.07,1995.0,181.0,5.0,,12.5,13,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3527,Hyundai Verna 1.4 EX,Hyderabad,93000,23.5,1396.0,88.7,5.0,,5.55,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3528,Toyota Fortuner 4x2 4 Speed AT,Delhi,70000,11.5,2982.0,169.0,7.0,,19.48,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3529,Maruti Swift VXI,Ahmedabad,48772,18.6,1197.0,85.8,5.0,,3.91,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3530,Chevrolet Beat LS,Chennai,66000,18.6,1199.0,79.4,5.0,,2.19,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3531,Hyundai Grand i10 Asta Option AT,Coimbatore,27417,18.9,1197.0,82.0,5.0,,6.89,7,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3532,Ford Figo Petrol ZXI,Coimbatore,51593,15.6,1196.0,70.0,5.0,,3.47,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3533,Nissan Teana 230jM,Mumbai,86340,9.1,2349.0,,5.0,,3.25,16,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3534,Maruti Swift VXI BSIII,Pune,75000,16.1,1298.0,88.2,5.0,,2.85,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3535,Audi A4 35 TDI Premium,Coimbatore,39237,17.11,1968.0,174.33,5.0,,25.64,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3536,Honda City V MT,Kochi,11966,16.8,1497.0,116.3,5.0,,10.28,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3537,Honda Jazz V,Hyderabad,37000,18.2,1199.0,88.7,5.0,8.79 Lakh,6.3,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3538,Volkswagen Polo 1.5 TDI Highline,Chennai,70920,20.14,1498.0,88.8,5.0,,4.75,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3539,Nissan Terrano XL D Option,Hyderabad,65280,19.87,1461.0,83.14,5.0,14.72 Lakh,5.8,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3540,Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,62000,12.51,2179.0,187.7,7.0,,44.5,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3541,Hyundai i20 Magna Optional 1.2,Kochi,44525,18.5,1197.0,82.9,5.0,,4.65,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3542,Honda City 1.5 E MT,Jaipur,86863,17.0,1497.0,118.0,5.0,,3.6,15,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3543,Mahindra XUV500 W10 AWD,Hyderabad,102626,16.0,2179.0,140.0,7.0,,12.25,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3544,Jeep Compass 2.0 Limited Option 4X4,Jaipur,45000,16.3,1956.0,170.0,5.0,25.54 Lakh,20.0,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3545,Mahindra XUV500 W10 AWD,Jaipur,22000,16.0,2179.0,140.0,7.0,,16.0,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3546,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,108905,11.79,2179.0,120.0,8.0,,6.21,13,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3547,Datsun GO Plus T,Kolkata,12800,19.44,1198.0,67.0,7.0,,3.25,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3548,Mahindra Scorpio S6 Plus 7 Seater,Kolkata,32000,15.4,2179.0,120.0,7.0,,9.75,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3549,Honda Amaze S AT i-Vtech,Mumbai,39000,15.5,1198.0,86.7,5.0,,4.45,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3550,Honda City i-DTEC ZX,Pune,42000,25.6,1498.0,98.6,5.0,16.84 Lakh,12.0,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3551,Tata Indigo GLE,Chennai,73000,14.4,1396.0,65.0,5.0,,0.8,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3552,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,48000,24.0,1186.0,73.97,5.0,8.28 Lakh,5.95,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3553,Maruti Alto 800 2016-2019 CNG LXI,Pune,18000,26.4176,796.0,40.3,4.0,,3.0,9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3554,Hyundai Verna 1.4 CX VTVT,Kolkata,19000,17.43,1396.0,105.5,5.0,,5.25,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3555,Toyota Innova Crysta 2.4 VX MT,Coimbatore,33598,13.68,2393.0,147.8,7.0,23.94 Lakh,22.2,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3556,BMW X1 sDrive20d,Jaipur,63000,17.05,1995.0,184.0,5.0,,13.5,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3557,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,48000,16.96,1968.0,138.03,5.0,,13.5,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3558,Ford Figo Diesel ZXI,Delhi,66000,20.0,1399.0,68.05,5.0,,3.47,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3559,Mahindra Ssangyong Rexton RX7,Ahmedabad,80000,11.18,2696.0,184.0,7.0,,9.5,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3560,Volkswagen Vento Petrol Highline,Chennai,37000,15.04,1598.0,103.6,5.0,,4.8,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3561,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,35058,15.0,1598.0,103.52,5.0,,6.54,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3562,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,52000,16.47,1198.0,73.9,5.0,,3.1,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3563,Maruti S Cross DDiS 200 Delta,Hyderabad,61313,23.65,1248.0,88.5,5.0,,7.99,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3564,Toyota Corolla Altis G,Kolkata,45000,14.53,1798.0,138.1,5.0,,3.3,15,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3565,Maruti Ertiga ZDI,Bangalore,74000,20.77,1248.0,88.8,7.0,,8.75,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3566,Hyundai i10 Asta Sunroof AT,Hyderabad,89000,19.2,1197.0,80.0,5.0,,4.19,11,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3567,Mercedes-Benz CLA 200 CDI Sport,Kochi,13414,17.9,2143.0,136.0,5.0,43.07 Lakh,30.77,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3568,Honda City ZX VTEC,Jaipur,95000,16.9,1497.0,100.0,5.0,,2.11,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3569,Mahindra KUV 100 G80 K8,Jaipur,15900,18.15,1198.0,82.0,6.0,7.88 Lakh,6.25,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3570,Toyota Fortuner 3.0 Diesel,Delhi,151000,11.5,2982.0,171.0,7.0,,11.4,13,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3571,Honda City 1.5 V MT,Bangalore,65000,17.0,1497.0,118.0,5.0,,5.2,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3572,Audi A6 35 TDI Matrix,Coimbatore,36824,18.53,1968.0,187.74,5.0,69.37 Lakh,39.84,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3573,Ford Figo Diesel ZXI,Coimbatore,65287,20.0,1399.0,68.05,5.0,,4.45,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3574,Mercedes-Benz GLA Class 200 CDI,Kolkata,52000,17.9,2143.0,136.0,5.0,,19.5,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3575,Chevrolet Aveo U-VA 1.2 LS,Hyderabad,33000,15.26,1150.0,74.9,5.0,,1.75,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3576,Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,71000,25.83,1498.0,99.0,5.0,,5.1,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3577,Hyundai Elantra CRDi SX AT,Delhi,71000,22.7,1582.0,126.2,5.0,,6.8,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3578,Maruti Baleno Zeta CVT,Kolkata,20000,21.4,1197.0,83.1,5.0,9.04 Lakh,5.74,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3579,Maruti Swift LXi BSIV,Hyderabad,71000,16.1,1197.0,85.0,5.0,,3.3,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3580,Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,29000,9.9,3498.0,271.72,4.0,,32.0,14,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3581,BMW 3 Series Luxury Line,Ahmedabad,27000,21.76,1995.0,190.0,5.0,55.07 Lakh,35.0,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0
